# onset,offset,note,velocity
0.500004	0.592862	31.000000	33.000000
0.579599	0.659194	43.000000	24.000000
0.659194	0.752052	31.000000	33.000000
0.738788	0.818383	43.000000	24.000000
0.818383	0.911241	31.000000	33.000000
0.897977	0.977572	43.000000	24.000000
0.977572	1.070430	31.000000	33.000000
1.057167	1.136761	43.000000	24.000000
1.136761	1.229619	31.000000	33.000000
1.216356	1.295950	43.000000	24.000000
1.295950	1.388808	31.000000	33.000000
1.375545	1.455140	43.000000	24.000000
1.455140	1.547998	31.000000	33.000000
1.534734	1.614329	43.000000	24.000000
1.614329	1.707187	31.000000	33.000000
1.693923	1.773518	43.000000	24.000000
1.773518	2.410275	67.000000	49.000000
1.773518	2.410275	59.000000	49.000000
1.773518	2.410275	65.000000	49.000000
1.773518	1.866376	31.000000	33.000000
1.853113	1.932707	43.000000	24.000000
1.932707	2.025565	31.000000	33.000000
2.012302	2.091896	43.000000	24.000000
2.091896	2.184755	31.000000	33.000000
2.171491	2.251086	43.000000	24.000000
2.251086	2.343944	31.000000	33.000000
2.330680	2.410275	43.000000	24.000000
2.410275	2.887842	59.000000	51.000000
2.410275	2.887842	67.000000	51.000000
2.410275	2.887842	65.000000	51.000000
2.410275	2.503133	31.000000	33.000000
2.489869	2.569464	43.000000	24.000000
2.569464	2.662322	31.000000	33.000000
2.649059	2.728653	43.000000	24.000000
2.728653	2.821511	31.000000	33.000000
2.808248	2.887842	43.000000	24.000000
2.887842	3.061314	67.000000	46.000000
2.887842	3.061314	59.000000	46.000000
2.887842	3.061314	65.000000	46.000000
2.887842	2.989029	31.000000	33.000000
2.974572	3.061314	43.000000	24.000000
3.061314	4.298350	60.000000	55.000000
3.061314	4.298350	65.000000	55.000000
3.061314	4.298350	69.000000	55.000000
3.061314	3.151517	31.000000	33.000000
3.138629	3.215944	43.000000	24.000000
3.215944	3.306147	31.000000	33.000000
3.293259	3.370573	43.000000	24.000000
3.370573	3.460776	31.000000	33.000000
3.447888	3.525203	43.000000	24.000000
3.525203	3.615406	31.000000	33.000000
3.602518	3.679832	43.000000	24.000000
3.679832	3.770035	31.000000	33.000000
3.757147	3.834462	43.000000	24.000000
3.834462	3.924664	31.000000	33.000000
3.911776	3.989091	43.000000	24.000000
3.989091	4.079294	31.000000	33.000000
4.066406	4.143721	43.000000	24.000000
4.143721	4.233923	31.000000	33.000000
4.221035	4.298350	43.000000	24.000000
4.298350	4.916868	71.000000	58.000000
4.298350	4.916868	65.000000	58.000000
4.298350	4.916868	62.000000	58.000000
4.298350	4.388553	31.000000	33.000000
4.375665	4.452979	43.000000	24.000000
4.452979	4.543182	31.000000	33.000000
4.530294	4.607609	43.000000	24.000000
4.607609	4.697812	31.000000	33.000000
4.684924	4.762238	43.000000	24.000000
4.762238	4.852441	31.000000	34.000000
4.839553	4.916868	43.000000	25.000000
4.916868	5.380756	62.000000	57.000000
4.916868	5.380756	65.000000	57.000000
4.916868	5.380756	71.000000	57.000000
4.916868	5.007071	31.000000	34.000000
4.994183	5.071497	43.000000	25.000000
5.071497	5.161700	31.000000	34.000000
5.148812	5.226127	43.000000	25.000000
5.226127	5.316329	31.000000	35.000000
5.303441	5.380756	43.000000	26.000000
5.380756	5.544760	65.000000	62.000000
5.380756	5.544760	62.000000	62.000000
5.380756	5.544760	71.000000	62.000000
5.380756	5.476431	31.000000	35.000000
5.462765	5.544760	43.000000	27.000000
5.544760	6.774822	64.000000	68.000000
5.544760	6.774822	72.000000	68.000000
5.544760	6.774822	67.000000	68.000000
5.544760	5.634453	31.000000	37.000000
5.621646	5.698518	43.000000	27.000000
5.698518	5.788211	31.000000	37.000000
5.775403	5.852275	43.000000	27.000000
5.852275	5.941969	31.000000	37.000000
5.929161	6.006033	43.000000	27.000000
6.006033	6.095726	31.000000	38.000000
6.082919	6.159791	43.000000	27.000000
6.159791	6.249484	31.000000	38.000000
6.236676	6.313549	43.000000	27.000000
6.313549	6.403242	31.000000	38.000000
6.390434	6.467306	43.000000	27.000000
6.467306	6.556999	31.000000	38.000000
6.544192	6.621064	43.000000	28.000000
6.621064	6.710757	31.000000	38.000000
6.697950	6.774822	43.000000	28.000000
6.774822	7.376187	74.000000	77.000000
6.774822	7.376187	71.000000	77.000000
6.774822	7.376187	65.000000	77.000000
6.774822	6.862530	31.000000	46.000000
6.850004	6.925173	43.000000	34.000000
6.925173	7.012868	31.000000	46.000000
7.000342	7.075511	43.000000	35.000000
7.075511	7.163206	31.000000	49.000000
7.150680	7.225849	43.000000	37.000000
7.225849	7.313544	31.000000	49.000000
7.301018	7.376187	43.000000	37.000000
7.376187	7.977539	64.000000	81.000000
7.376187	7.977539	70.000000	81.000000
7.376187	7.977539	73.000000	81.000000
7.376187	7.463882	31.000000	49.000000
7.451356	7.526525	43.000000	37.000000
7.526525	7.614220	31.000000	50.000000
7.601694	7.676863	43.000000	38.000000
7.676863	7.764558	31.000000	50.000000
7.752032	7.827201	43.000000	39.000000
7.827201	7.914896	31.000000	51.000000
7.902370	7.977539	43.000000	39.000000
7.977539	8.578904	71.000000	81.000000
7.977539	8.578904	65.000000	81.000000
7.977539	8.578904	74.000000	81.000000
7.977539	8.065247	31.000000	51.000000
8.052721	8.127890	43.000000	39.000000
8.127890	8.215585	31.000000	53.000000
8.203059	8.278228	43.000000	39.000000
8.278228	8.365923	31.000000	53.000000
8.353397	8.428566	43.000000	41.000000
8.428566	8.516261	31.000000	53.000000
8.503735	8.578904	43.000000	41.000000
