# onset,offset,note,velocity
0.500004	3.307541	36.000000	86.000000
0.500004	0.586211	48.000000	103.000000
0.586211	3.199623	48.000000	77.000000
0.672417	0.758623	55.000000	80.000000
0.758623	0.844829	60.000000	77.000000
0.844829	0.931036	64.000000	90.000000
0.931036	1.017242	60.000000	77.000000
1.017242	1.103448	67.000000	80.000000
1.103448	1.189654	72.000000	78.000000
1.189654	1.275861	76.000000	93.000000
1.275861	1.362067	72.000000	79.000000
1.362067	1.448273	79.000000	82.000000
1.448273	1.534479	84.000000	80.000000
1.534479	1.620686	88.000000	93.000000
1.620686	1.706892	84.000000	80.000000
1.706892	1.793098	91.000000	83.000000
1.793098	1.879304	96.000000	81.000000
1.879304	1.965511	100.000000	95.000000
1.965511	2.051717	96.000000	80.000000
2.051717	2.137923	91.000000	84.000000
2.137923	2.224129	84.000000	80.000000
2.224129	2.310336	88.000000	94.000000
2.310336	2.396542	84.000000	80.000000
2.396542	2.482748	79.000000	83.000000
2.482748	2.568954	72.000000	79.000000
2.568954	2.659050	76.000000	93.000000
2.659050	2.749145	72.000000	79.000000
2.749145	2.839241	67.000000	81.000000
2.839241	2.929336	60.000000	78.000000
2.929336	3.019432	64.000000	92.000000
3.019432	3.109527	60.000000	76.000000
3.109527	3.199623	55.000000	80.000000
3.199623	3.307541	48.000000	77.000000
3.307541	4.727598	29.000000	88.000000
3.307541	4.727598	41.000000	104.000000
3.394740	3.481952	48.000000	80.000000
3.481952	3.569164	57.000000	80.000000
3.569164	3.656376	60.000000	77.000000
3.656376	3.743588	65.000000	91.000000
3.743588	3.830800	60.000000	77.000000
3.830800	3.918013	69.000000	80.000000
3.918013	4.005225	72.000000	78.000000
4.005225	4.094770	77.000000	93.000000
4.094770	4.184316	72.000000	78.000000
4.184316	4.273861	81.000000	82.000000
4.273861	4.363407	84.000000	80.000000
4.363407	4.452953	89.000000	94.000000
4.452953	4.542498	84.000000	81.000000
4.542498	4.632057	93.000000	83.000000
4.632057	4.727598	96.000000	80.000000
4.727598	4.814796	100.000000	96.000000
4.727598	6.144851	30.000000	85.000000
4.727598	6.144851	42.000000	101.000000
4.814796	4.902008	96.000000	80.000000
4.902008	4.989220	93.000000	84.000000
4.989220	5.076433	84.000000	80.000000
5.076433	5.163645	88.000000	95.000000
5.163645	5.250857	84.000000	80.000000
5.250857	5.338069	81.000000	83.000000
5.338069	5.425281	72.000000	79.000000
5.425281	5.512493	76.000000	93.000000
5.512493	5.599705	72.000000	78.000000
5.599705	5.686917	69.000000	81.000000
5.686917	5.774129	60.000000	77.000000
5.774129	5.861341	62.000000	92.000000
5.861341	5.948553	60.000000	76.000000
5.948553	6.035765	57.000000	80.000000
6.035765	6.144851	48.000000	77.000000
6.144851	6.852847	31.000000	85.000000
6.144851	6.852847	43.000000	101.000000
6.233351	6.321850	47.000000	80.000000
6.321850	6.410350	55.000000	77.000000
6.410350	6.498849	59.000000	80.000000
6.498849	6.587349	62.000000	90.000000
